Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,,,,,,,,
40,[user32.dll],93,0,0.48,0,user32.dll,,,,,,,,
41,[comctl32.dll],93,0,0.48,0,comctl32.dll,,,,,,,,
17,dynamicClass.IL_STUB_PInvoke,93,0,0.48,0,NAudio.dll,,,,,,,,
18,[winmmbase.dll],93,0,0.48,0,winmmbase.dll,,,,,,,,
5,[propsys.dll],93,0,0.48,0,propsys.dll,,,,,,,,
48,[ntdll.dll],92,0,0.47,0,ntdll.dll,,,,,,,,
49,[user32.dll],92,0,0.47,0,user32.dll,,,,,,,,
50,[user32.dll],92,0,0.47,0,user32.dll,,,,,,,,
51,[user32.dll],92,0,0.47,0,user32.dll,,,,,,,,
52,[user32.dll],92,0,0.47,0,user32.dll,,,,,,,,
53,[user32.dll],92,0,0.47,0,user32.dll,,,,,,,,
54,[shell32.dll],92,0,0.47,0,shell32.dll,,,,,,,,
30,[user32.dll],92,0,0.47,0,user32.dll,,,,,,,,
7,[msctf.dll],92,0,0.47,0,msctf.dll,,,,,,,,
31,[user32.dll],92,0,0.47,0,user32.dll,,,,,,,,
17,[comctl32.dll],92,0,0.47,0,comctl32.dll,,,,,,,,
17,[KernelBase.dll],92,0,0.47,0,KernelBase.dll,,,,,,,,
47,[ExplorerFrame.dll],91,0,0.46,0,ExplorerFrame.dll,,,,,,,,
40,[dui70.dll],91,0,0.46,0,dui70.dll,,,,,,,,
18,[KernelBase.dll],90,1,0.46,0.01,KernelBase.dll,,,,,,,,
6,[propsys.dll],90,0,0.46,0,propsys.dll,,,,,,,,
7,[propsys.dll],90,0,0.46,0,propsys.dll,,,,,,,,
10,[nvd3dum.dll],90,0,0.46,0,nvd3dum.dll,,,,,,,,
11,[nvd3dum.dll],90,0,0.46,0,nvd3dum.dll,,,,,,,,
12,[nvd3dum.dll],90,0,0.46,0,nvd3dum.dll,,,,,,,,
57,[dui70.dll],89,0,0.45,0,dui70.dll,,,,,,,,
58,[dui70.dll],89,0,0.45,0,dui70.dll,,,,,,,,
59,[dui70.dll],89,0,0.45,0,dui70.dll,,,,,,,,
60,[dui70.dll],89,0,0.45,0,dui70.dll,,,,,,,,
61,[dui70.dll],89,0,0.45,0,dui70.dll,,,,,,,,
62,[ExplorerFrame.dll],89,0,0.45,0,ExplorerFrame.dll,,,,,,,,
63,[dui70.dll],89,0,0.45,0,dui70.dll,,,,,,,,
64,[dui70.dll],89,0,0.45,0,dui70.dll,,,,,,,,
65,[dui70.dll],89,0,0.45,0,dui70.dll,,,,,,,,
66,[dui70.dll],89,0,0.45,0,dui70.dll,,,,,,,,
67,[dui70.dll],89,0,0.45,0,dui70.dll,,,,,,,,
68,[ExplorerFrame.dll],89,0,0.45,0,ExplorerFrame.dll,,,,,,,,
69,[dui70.dll],89,0,0.45,0,dui70.dll,,,,,,,,
70,[dui70.dll],89,0,0.45,0,dui70.dll,,,,,,,,
71,[dui70.dll],89,0,0.45,0,dui70.dll,,,,,,,,
72,[ExplorerFrame.dll],89,0,0.45,0,ExplorerFrame.dll,,,,,,,,
73,[dui70.dll],89,0,0.45,0,dui70.dll,,,,,,,,
74,[ExplorerFrame.dll],89,0,0.45,0,ExplorerFrame.dll,,,,,,,,
26,[atlthunk.dll],89,0,0.45,0,atlthunk.dll,,,,,,,,
27,[duser.dll],89,0,0.45,0,duser.dll,,,,,,,,
28,[user32.dll],89,0,0.45,0,user32.dll,,,,,,,,
29,[user32.dll],89,0,0.45,0,user32.dll,,,,,,,,
30,[user32.dll],89,0,0.45,0,user32.dll,,,,,,,,
31,[user32.dll],89,0,0.45,0,user32.dll,,,,,,,,
32,[user32.dll],89,0,0.45,0,user32.dll,,,,,,,,
33,[shell32.dll],89,0,0.45,0,shell32.dll,,,,,,,,
34,[shell32.dll],89,0,0.45,0,shell32.dll,,,,,,,,
93,[windows.storage.dll],89,0,0.45,0,windows.storage.dll,,,,,,,,
22,[ntdll.dll],89,0,0.45,0,ntdll.dll,,,,,,,,
23,[ntdll.dll],89,0,0.45,0,ntdll.dll,,,,,,,,
24,[ntdll.dll],89,0,0.45,0,ntdll.dll,,,,,,,,
25,[ntdll.dll],89,0,0.45,0,ntdll.dll,,,,,,,,
26,[wow64.dll],89,0,0.45,0,wow64.dll,,,,,,,,
27,[wow64.dll],89,0,0.45,0,wow64.dll,,,,,,,,
28,[wow64cpu.dll],89,0,0.45,0,wow64cpu.dll,,,,,,,,
29,[wow64.dll],89,0,0.45,0,wow64.dll,,,,,,,,
30,[wow64win.dll],89,0,0.45,0,wow64win.dll,,,,,,,,
31,[wow64win.dll],89,89,0.45,0.45,wow64win.dll,,,,,,,,
42,[dui70.dll],88,1,0.45,0.01,dui70.dll,,,,,,,,
43,[duser.dll],88,0,0.45,0,duser.dll,,,,,,,,
19,[winmmbase.dll],88,1,0.45,0.01,winmmbase.dll,,,,,,,,
11,[windows.storage.dll],88,0,0.45,0,windows.storage.dll,,,,,,,,
1,[ntdll.dll],88,0,0.45,0,ntdll.dll,,,,,,,,
2,[ntdll.dll],88,0,0.45,0,ntdll.dll,,,,,,,,
43,[dui70.dll],87,0,0.44,0,dui70.dll,,,,,,,,
44,[dui70.dll],87,0,0.44,0,dui70.dll,,,,,,,,
45,[dui70.dll],87,0,0.44,0,dui70.dll,,,,,,,,
46,[dui70.dll],87,1,0.44,0.01,dui70.dll,,,,,,,,
42,[user32.dll],87,0,0.44,0,user32.dll,,,,,,,,
43,[user32.dll],87,0,0.44,0,user32.dll,,,,,,,,
44,[user32.dll],87,0,0.44,0,user32.dll,,,,,,,,
45,[user32.dll],87,0,0.44,0,user32.dll,,,,,,,,
46,[imm32.dll],87,0,0.44,0,imm32.dll,,,,,,,,
65,[ExplorerFrame.dll],87,0,0.44,0,ExplorerFrame.dll,,,,,,,,
66,[dui70.dll],87,0,0.44,0,dui70.dll,,,,,,,,
67,[dui70.dll],87,0,0.44,0,dui70.dll,,,,,,,,
68,[dui70.dll],87,0,0.44,0,dui70.dll,,,,,,,,
69,[ExplorerFrame.dll],87,0,0.44,0,ExplorerFrame.dll,,,,,,,,
70,[dui70.dll],87,0,0.44,0,dui70.dll,,,,,,,,
21,[ntdll.dll],87,0,0.44,0,ntdll.dll,,,,,,,,
22,[ntdll.dll],87,0,0.44,0,ntdll.dll,,,,,,,,
23,[ntdll.dll],87,0,0.44,0,ntdll.dll,,,,,,,,
24,[ntdll.dll],87,0,0.44,0,ntdll.dll,,,,,,,,
25,[wow64.dll],87,0,0.44,0,wow64.dll,,,,,,,,
26,[wow64.dll],87,0,0.44,0,wow64.dll,,,,,,,,
27,[wow64cpu.dll],87,0,0.44,0,wow64cpu.dll,,,,,,,,
28,[wow64cpu.dll],87,87,0.44,0.44,wow64cpu.dll,,,,,,,,
42,[comctl32.dll],87,0,0.44,0,comctl32.dll,,,,,,,,
43,[ExplorerFrame.dll],87,0,0.44,0,ExplorerFrame.dll,,,,,,,,
44,[ExplorerFrame.dll],87,0,0.44,0,ExplorerFrame.dll,,,,,,,,
45,[comctl32.dll],87,0,0.44,0,comctl32.dll,,,,,,,,
45,[shell32.dll],86,0,0.44,0,shell32.dll,,,,,,,,
47,[dui70.dll],86,0,0.44,0,dui70.dll,,,,,,,,
48,[dui70.dll],86,0,0.44,0,dui70.dll,,,,,,,,
71,[ExplorerFrame.dll],86,0,0.44,0,ExplorerFrame.dll,,,,,,,,
50,[duser.dll],86,0,0.44,0,duser.dll,,,,,,,,
51,[duser.dll],86,0,0.44,0,duser.dll,,,,,,,,
52,[duser.dll],86,0,0.44,0,duser.dll,,,,,,,,
53,[duser.dll],86,0,0.44,0,duser.dll,,,,,,,,
54,[duser.dll],86,0,0.44,0,duser.dll,,,,,,,,
55,[duser.dll],86,0,0.44,0,duser.dll,,,,,,,,
56,[duser.dll],86,0,0.44,0,duser.dll,,,,,,,,
57,[duser.dll],86,0,0.44,0,duser.dll,,,,,,,,
58,[duser.dll],86,0,0.44,0,duser.dll,,,,,,,,
37,[comctl32.dll],86,0,0.44,0,comctl32.dll,,,,,,,,
38,[ExplorerFrame.dll],86,0,0.44,0,ExplorerFrame.dll,,,,,,,,
39,[ExplorerFrame.dll],86,0,0.44,0,ExplorerFrame.dll,,,,,,,,
40,[comctl32.dll],86,0,0.44,0,comctl32.dll,,,,,,,,
41,[dui70.dll],86,0,0.44,0,dui70.dll,,,,,,,,
42,[duser.dll],86,0,0.44,0,duser.dll,,,,,,,,
43,[duser.dll],86,0,0.44,0,duser.dll,,,,,,,,
44,[duser.dll],86,0,0.44,0,duser.dll,,,,,,,,
45,[duser.dll],86,0,0.44,0,duser.dll,,,,,,,,
14,DigitalMusicAnalysis.MainWindow.InitializeComponent,86,0,0.44,0,DigitalMusicAnalysis.exe,,DigitalMusicAnalysis.MainWindow..ctor,13119,,,,,
15,System.Windows.Application.LoadComponent,86,59,0.44,0.3,PresentationFramework.ni.dll,,,,,,,,
12,[windows.storage.dll],86,0,0.44,0,windows.storage.dll,,,,,,,,
8,[propsys.dll],86,0,0.44,0,propsys.dll,,,,,,,,
9,[propsys.dll],86,0,0.44,0,propsys.dll,,,,,,,,
59,[duser.dll],85,0,0.43,0,duser.dll,,,,,,,,
26,[comctl32.dll],85,0,0.43,0,comctl32.dll,,,,,,,,
10,[ntdll.dll],85,1,0.43,0.01,ntdll.dll,,,,,,,,
44,[duser.dll],84,0,0.43,0,duser.dll,,,,,,,,
35,[shell32.dll],84,0,0.43,0,shell32.dll,,,,,,,,
49,[shell32.dll],83,0,0.42,0,shell32.dll,,,,,,,,
94,[KernelBase.dll],83,0,0.42,0,KernelBase.dll,,,,,,,,
46,[dui70.dll],82,0,0.42,0,dui70.dll,,,,,,,,
45,[duser.dll],82,0,0.42,0,duser.dll,,,,,,,,
19,[KernelBase.dll],82,0,0.42,0,KernelBase.dll,,,,,,,,
13,[nvd3dum.dll],82,0,0.42,0,nvd3dum.dll,,,,,,,,
14,[nvd3dum.dll],82,0,0.42,0,nvd3dum.dll,,,,,,,,
8,[wow64win.dll],82,0,0.42,0,wow64win.dll,,,,,,,,
9,[ntdll.dll],82,0,0.42,0,ntdll.dll,,,,,,,,
10,[wow64win.dll],82,0,0.42,0,wow64win.dll,,,,,,,,
11,[wow64.dll],82,0,0.42,0,wow64.dll,,,,,,,,
12,[wow64.dll],82,0,0.42,0,wow64.dll,,,,,,,,
13,[wow64cpu.dll],82,0,0.42,0,wow64cpu.dll,,,,,,,,
14,[wow64.dll],82,0,0.42,0,wow64.dll,,,,,,,,
15,[wow64win.dll],82,0,0.42,0,wow64win.dll,,,,,,,,
16,[wow64win.dll],82,0,0.42,0,wow64win.dll,,,,,,,,
50,[shell32.dll],81,0,0.41,0,shell32.dll,,,,,,,,
65,[user32.dll],81,0,0.41,0,user32.dll,,,,,,,,
66,[user32.dll],81,0,0.41,0,user32.dll,,,,,,,,
67,[user32.dll],81,0,0.41,0,user32.dll,,,,,,,,
68,[user32.dll],81,0,0.41,0,user32.dll,,,,,,,,
28,[dui70.dll],81,0,0.41,0,dui70.dll,,,,,,,,
29,[dui70.dll],81,0,0.41,0,dui70.dll,,,,,,,,
30,[dui70.dll],81,0,0.41,0,dui70.dll,,,,,,,,
26,[ntdll.dll],81,0,0.41,0,ntdll.dll,,,,,,,,
27,[ntdll.dll],81,0,0.41,0,ntdll.dll,,,,,,,,
28,[ntdll.dll],81,0,0.41,0,ntdll.dll,,,,,,,,
29,[ntdll.dll],81,0,0.41,0,ntdll.dll,,,,,,,,
30,[wow64.dll],81,0,0.41,0,wow64.dll,,,,,,,,
31,[wow64.dll],81,0,0.41,0,wow64.dll,,,,,,,,
32,[wow64cpu.dll],81,0,0.41,0,wow64cpu.dll,,,,,,,,
33,[wow64.dll],81,0,0.41,0,wow64.dll,,,,,,,,
34,[wow64win.dll],81,0,0.41,0,wow64win.dll,,,,,,,,
35,[wow64win.dll],81,0,0.41,0,wow64win.dll,,,,,,,,
36,[ntdll.dll],81,0,0.41,0,ntdll.dll,,,,,,,,
37,[wow64win.dll],81,0,0.41,0,wow64win.dll,,,,,,,,
38,[wow64.dll],81,0,0.41,0,wow64.dll,,,,,,,,
39,[wow64.dll],81,0,0.41,0,wow64.dll,,,,,,,,
40,[wow64cpu.dll],81,1,0.41,0.01,wow64cpu.dll,,,,,,,,
46,[comctl32.dll],81,0,0.41,0,comctl32.dll,,,,,,,,
47,[user32.dll],81,0,0.41,0,user32.dll,,,,,,,,
48,[user32.dll],81,0,0.41,0,user32.dll,,,,,,,,
49,[user32.dll],81,0,0.41,0,user32.dll,,,,,,,,
50,[user32.dll],81,0,0.41,0,user32.dll,,,,,,,,
51,[user32.dll],81,0,0.41,0,user32.dll,,,,,,,,
52,[comctl32.dll],81,0,0.41,0,comctl32.dll,,,,,,,,
53,[comctl32.dll],81,0,0.41,0,comctl32.dll,,,,,,,,
54,[comctl32.dll],81,0,0.41,0,comctl32.dll,,,,,,,,
20,[thumbcache.dll],81,0,0.41,0,thumbcache.dll,,,,,,,,
41,[wow64.dll],80,0,0.41,0,wow64.dll,,,,,,,,
42,[wow64win.dll],80,0,0.41,0,wow64win.dll,,,,,,,,
43,[wow64win.dll],80,80,0.41,0.41,wow64win.dll,,,,,,,,
10,[d3d9.dll],80,0,0.41,0,d3d9.dll,,,,,,,,
31,[duser.dll],79,0,0.4,0,duser.dll,,,,,,,,
32,[duser.dll],79,0,0.4,0,duser.dll,,,,,,,,
33,[duser.dll],79,0,0.4,0,duser.dll,,,,,,,,
34,[duser.dll],79,0,0.4,0,duser.dll,,,,,,,,
35,[duser.dll],79,0,0.4,0,duser.dll,,,,,,,,
10,[propsys.dll],79,0,0.4,0,propsys.dll,,,,,,,,
52,[shell32.dll],78,0,0.4,0,shell32.dll,,,,,,,,
41,[comctl32.dll],78,0,0.4,0,comctl32.dll,,,,,,,,
42,[user32.dll],78,0,0.4,0,user32.dll,,,,,,,,
43,[user32.dll],78,0,0.4,0,user32.dll,,,,,,,,
44,[user32.dll],78,0,0.4,0,user32.dll,,,,,,,,
45,[user32.dll],78,0,0.4,0,user32.dll,,,,,,,,
46,[user32.dll],78,0,0.4,0,user32.dll,,,,,,,,
47,[duser.dll],78,0,0.4,0,duser.dll,,,,,,,,
15,[shell32.dll],78,0,0.4,0,shell32.dll,,,,,,,,
16,[shell32.dll],78,0,0.4,0,shell32.dll,,,,,,,,
12,[wow64cpu.dll],77,77,0.39,0.39,wow64cpu.dll,,,,,,,,
17,[wow64win.dll],77,0,0.39,0,wow64win.dll,,,,,,,,
18,[ntdll.dll],77,1,0.39,0.01,ntdll.dll,,,,,,,,
11,[wow64.dll],77,0,0.39,0,wow64.dll,,,,,,,,
12,[wow64win.dll],77,0,0.39,0,wow64win.dll,,,,,,,,
13,[wow64win.dll],77,0,0.39,0,wow64win.dll,,,,,,,,
14,[ntdll.dll],77,0,0.39,0,ntdll.dll,,,,,,,,
15,[wow64win.dll],77,0,0.39,0,wow64win.dll,,,,,,,,
16,[wow64.dll],77,0,0.39,0,wow64.dll,,,,,,,,
17,[wow64.dll],77,0,0.39,0,wow64.dll,,,,,,,,
18,[wow64cpu.dll],77,0,0.39,0,wow64cpu.dll,,,,,,,,
43,[user32.dll],76,0,0.39,0,user32.dll,,,,,,,,
46,[dui70.dll],76,0,0.39,0,dui70.dll,,,,,,,,
19,[wow64win.dll],76,0,0.39,0,wow64win.dll,,,,,,,,
20,[wow64.dll],76,0,0.39,0,wow64.dll,,,,,,,,
21,[wow64.dll],76,1,0.39,0.01,wow64.dll,,,,,,,,
36,[dui70.dll],75,0,0.38,0,dui70.dll,,,,,,,,
37,[dui70.dll],75,0,0.38,0,dui70.dll,,,,,,,,
92,[shell32.dll],75,0,0.38,0,shell32.dll,,,,,,,,
22,[wow64cpu.dll],75,1,0.38,0.01,wow64cpu.dll,,,,,,,,
69,[user32.dll],74,0,0.38,0,user32.dll,,,,,,,,
70,[comdlg32.dll],74,0,0.38,0,comdlg32.dll,,,,,,,,
71,[user32.dll],74,0,0.38,0,user32.dll,,,,,,,,
72,[user32.dll],74,0,0.38,0,user32.dll,,,,,,,,
73,[user32.dll],74,0,0.38,0,user32.dll,,,,,,,,
74,[user32.dll],74,0,0.38,0,user32.dll,,,,,,,,
75,[user32.dll],74,0,0.38,0,user32.dll,,,,,,,,
76,[ExplorerFrame.dll],74,0,0.38,0,ExplorerFrame.dll,,,,,,,,
77,[user32.dll],74,0,0.38,0,user32.dll,,,,,,,,
78,[user32.dll],74,0,0.38,0,user32.dll,,,,,,,,
79,[user32.dll],74,0,0.38,0,user32.dll,,,,,,,,
80,[user32.dll],74,0,0.38,0,user32.dll,,,,,,,,
81,[user32.dll],74,0,0.38,0,user32.dll,,,,,,,,
82,[ExplorerFrame.dll],74,0,0.38,0,ExplorerFrame.dll,,,,,,,,
95,[ntdll.dll],74,0,0.38,0,ntdll.dll,,,,,,,,
96,[ntdll.dll],74,0,0.38,0,ntdll.dll,,,,,,,,
97,[ntdll.dll],74,0,0.38,0,ntdll.dll,,,,,,,,
98,[ntdll.dll],74,0,0.38,0,ntdll.dll,,,,,,,,
99,[ntdll.dll],74,0,0.38,0,ntdll.dll,,,,,,,,
100,[wow64.dll],74,0,0.38,0,wow64.dll,,,,,,,,
101,[wow64.dll],74,0,0.38,0,wow64.dll,,,,,,,,
102,[wow64cpu.dll],74,0,0.38,0,wow64cpu.dll,,,,,,,,
103,[wow64.dll],74,0,0.38,0,wow64.dll,,,,,,,,
104,[wow64win.dll],74,0,0.38,0,wow64win.dll,,,,,,,,
105,[wow64win.dll],74,0,0.38,0,wow64win.dll,,,,,,,,
106,[wow64win.dll],74,0,0.38,0,wow64win.dll,,,,,,,,
107,[ntdll.dll],74,0,0.38,0,ntdll.dll,,,,,,,,
108,[wow64win.dll],74,0,0.38,0,wow64win.dll,,,,,,,,
109,[wow64.dll],74,0,0.38,0,wow64.dll,,,,,,,,
110,[wow64.dll],74,0,0.38,0,wow64.dll,,,,,,,,
111,[wow64cpu.dll],74,0,0.38,0,wow64cpu.dll,,,,,,,,
112,[wow64.dll],74,0,0.38,0,wow64.dll,,,,,,,,
113,[wow64win.dll],74,0,0.38,0,wow64win.dll,,,,,,,,
114,[wow64win.dll],74,0,0.38,0,wow64win.dll,,,,,,,,
115,[ntdll.dll],74,0,0.38,0,ntdll.dll,,,,,,,,
116,[wow64win.dll],74,0,0.38,0,wow64win.dll,,,,,,,,
117,[wow64.dll],74,0,0.38,0,wow64.dll,,,,,,,,
118,[wow64.dll],74,0,0.38,0,wow64.dll,,,,,,,,
119,[wow64cpu.dll],74,0,0.38,0,wow64cpu.dll,,,,,,,,
120,[wow64cpu.dll],74,74,0.38,0.38,wow64cpu.dll,,,,,,,,
48,[user32.dll],74,0,0.38,0,user32.dll,,,,,,,,
49,[user32.dll],74,3,0.38,0.02,user32.dll,,,,,,,,
21,[KernelBase.dll],74,0,0.38,0,KernelBase.dll,,,,,,,,
23,[wow64.dll],74,0,0.38,0,wow64.dll,,,,,,,,
24,[wow64win.dll],74,0,0.38,0,wow64win.dll,,,,,,,,
25,[wow64win.dll],74,5,0.38,0.03,wow64win.dll,,,,,,,,
55,[shell32.dll],73,0,0.37,0,shell32.dll,,,,,,,,
38,[dui70.dll],73,0,0.37,0,dui70.dll,,,,,,,,
43,[dui70.dll],72,0,0.37,0,dui70.dll,,,,,,,,
44,[dui70.dll],72,0,0.37,0,dui70.dll,,,,,,,,
45,[dui70.dll],72,0,0.37,0,dui70.dll,,,,,,,,
83,[ExplorerFrame.dll],72,0,0.37,0,ExplorerFrame.dll,,,,,,,,
84,[ExplorerFrame.dll],72,0,0.37,0,ExplorerFrame.dll,,,,,,,,
98,[user32.dll],72,0,0.37,0,user32.dll,,,,,,,,
99,[win32u.dll],72,0,0.37,0,win32u.dll,,,,,,,,
100,[ntdll.dll],72,0,0.37,0,ntdll.dll,,,,,,,,
101,[ntdll.dll],72,0,0.37,0,ntdll.dll,,,,,,,,
102,[ntdll.dll],72,0,0.37,0,ntdll.dll,,,,,,,,
103,[ntdll.dll],72,0,0.37,0,ntdll.dll,,,,,,,,
104,[wow64.dll],72,0,0.37,0,wow64.dll,,,,,,,,
105,[wow64.dll],72,0,0.37,0,wow64.dll,,,,,,,,
106,[wow64cpu.dll],72,0,0.37,0,wow64cpu.dll,,,,,,,,
107,[wow64.dll],72,0,0.37,0,wow64.dll,,,,,,,,
108,[wow64win.dll],72,0,0.37,0,wow64win.dll,,,,,,,,
109,[wow64win.dll],72,0,0.37,0,wow64win.dll,,,,,,,,
110,[wow64win.dll],72,0,0.37,0,wow64win.dll,,,,,,,,
111,[ntdll.dll],72,0,0.37,0,ntdll.dll,,,,,,,,
112,[wow64win.dll],72,0,0.37,0,wow64win.dll,,,,,,,,
113,[wow64.dll],72,0,0.37,0,wow64.dll,,,,,,,,
114,[wow64.dll],72,0,0.37,0,wow64.dll,,,,,,,,
115,[wow64cpu.dll],72,0,0.37,0,wow64cpu.dll,,,,,,,,
116,[wow64.dll],72,0,0.37,0,wow64.dll,,,,,,,,
117,[wow64win.dll],72,0,0.37,0,wow64win.dll,,,,,,,,
118,[wow64win.dll],72,0,0.37,0,wow64win.dll,,,,,,,,
119,[ntdll.dll],72,0,0.37,0,ntdll.dll,,,,,,,,
120,[wow64win.dll],72,0,0.37,0,wow64win.dll,,,,,,,,
121,[wow64.dll],72,0,0.37,0,wow64.dll,,,,,,,,
122,[wow64.dll],72,0,0.37,0,wow64.dll,,,,,,,,
123,[wow64cpu.dll],72,0,0.37,0,wow64cpu.dll,,,,,,,,
124,[wow64.dll],72,0,0.37,0,wow64.dll,,,,,,,,
125,[wow64win.dll],72,0,0.37,0,wow64win.dll,,,,,,,,
126,[wow64win.dll],72,72,0.37,0.37,wow64win.dll,,,,,,,,
27,[comctl32.dll],72,0,0.37,0,comctl32.dll,,,,,,,,
17,[shell32.dll],72,0,0.37,0,shell32.dll,,,,,,,,
15,[nvd3dum.dll],72,1,0.37,0.01,nvd3dum.dll,,,,,,,,
3,[SHCore.dll],72,0,0.37,0,SHCore.dll,,,,,,,,
51,[shell32.dll],71,0,0.36,0,shell32.dll,,,,,,,,
44,[user32.dll],71,0,0.36,0,user32.dll,,,,,,,,
54,[uxtheme.dll],71,0,0.36,0,uxtheme.dll,,,,,,,,
80,[dui70.dll],71,0,0.36,0,dui70.dll,,,,,,,,
50,[user32.dll],71,0,0.36,0,user32.dll,,,,,,,,
51,[user32.dll],71,0,0.36,0,user32.dll,,,,,,,,
52,[user32.dll],71,0,0.36,0,user32.dll,,,,,,,,
53,[dui70.dll],71,0,0.36,0,dui70.dll,,,,,,,,
54,[ExplorerFrame.dll],71,0,0.36,0,ExplorerFrame.dll,,,,,,,,
53,[shell32.dll],70,0,0.36,0,shell32.dll,,,,,,,,
98,[comctl32.dll],70,0,0.36,0,comctl32.dll,,,,,,,,
99,[ExplorerFrame.dll],70,0,0.36,0,ExplorerFrame.dll,,,,,,,,
100,[ExplorerFrame.dll],70,0,0.36,0,ExplorerFrame.dll,,,,,,,,
101,[comctl32.dll],70,0,0.36,0,comctl32.dll,,,,,,,,
102,[user32.dll],70,0,0.36,0,user32.dll,,,,,,,,
103,[win32u.dll],70,0,0.36,0,win32u.dll,,,,,,,,
104,[ntdll.dll],70,0,0.36,0,ntdll.dll,,,,,,,,
105,[ntdll.dll],70,0,0.36,0,ntdll.dll,,,,,,,,
106,[ntdll.dll],70,0,0.36,0,ntdll.dll,,,,,,,,
107,[ntdll.dll],70,0,0.36,0,ntdll.dll,,,,,,,,
108,[wow64.dll],70,0,0.36,0,wow64.dll,,,,,,,,
109,[wow64.dll],70,0,0.36,0,wow64.dll,,,,,,,,
110,[wow64cpu.dll],70,0,0.36,0,wow64cpu.dll,,,,,,,,
111,[wow64.dll],70,0,0.36,0,wow64.dll,,,,,,,,
112,[wow64win.dll],70,0,0.36,0,wow64win.dll,,,,,,,,
113,[wow64win.dll],70,0,0.36,0,wow64win.dll,,,,,,,,
114,[wow64win.dll],70,0,0.36,0,wow64win.dll,,,,,,,,
115,[ntdll.dll],70,0,0.36,0,ntdll.dll,,,,,,,,
116,[wow64win.dll],70,0,0.36,0,wow64win.dll,,,,,,,,
117,[wow64.dll],70,0,0.36,0,wow64.dll,,,,,,,,
118,[wow64.dll],70,0,0.36,0,wow64.dll,,,,,,,,
119,[wow64cpu.dll],70,0,0.36,0,wow64cpu.dll,,,,,,,,
120,[wow64.dll],70,0,0.36,0,wow64.dll,,,,,,,,
121,[wow64win.dll],70,0,0.36,0,wow64win.dll,,,,,,,,
122,[wow64win.dll],70,0,0.36,0,wow64win.dll,,,,,,,,
123,[ntdll.dll],70,0,0.36,0,ntdll.dll,,,,,,,,
124,[wow64win.dll],70,0,0.36,0,wow64win.dll,,,,,,,,
125,[wow64.dll],70,0,0.36,0,wow64.dll,,,,,,,,
126,[wow64.dll],70,0,0.36,0,wow64.dll,,,,,,,,
127,[wow64cpu.dll],70,0,0.36,0,wow64cpu.dll,,,,,,,,
128,[wow64.dll],70,0,0.36,0,wow64.dll,,,,,,,,
129,[wow64win.dll],70,0,0.36,0,wow64win.dll,,,,,,,,
130,[wow64win.dll],70,70,0.36,0.36,wow64win.dll,,,,,,,,
55,[dui70.dll],70,0,0.36,0,dui70.dll,,,,,,,,
28,[shell32.dll],70,0,0.36,0,shell32.dll,,,,,,,,
29,[shell32.dll],70,0,0.36,0,shell32.dll,,,,,,,,
30,[shell32.dll],70,0,0.36,0,shell32.dll,,,,,,,,
52,[ExplorerFrame.dll],69,0,0.35,0,ExplorerFrame.dll,,,,,,,,
53,[ExplorerFrame.dll],69,0,0.35,0,ExplorerFrame.dll,,,,,,,,
54,[ExplorerFrame.dll],69,0,0.35,0,ExplorerFrame.dll,,,,,,,,
81,[ExplorerFrame.dll],69,0,0.35,0,ExplorerFrame.dll,,,,,,,,
82,[windows.storage.dll],69,0,0.35,0,windows.storage.dll,,,,,,,,
83,[windows.storage.dll],69,0,0.35,0,windows.storage.dll,,,,,,,,
84,[windows.storage.dll],69,0,0.35,0,windows.storage.dll,,,,,,,,
55,[comctl32.dll],69,0,0.35,0,comctl32.dll,,,,,,,,
18,[shell32.dll],69,1,0.35,0.01,shell32.dll,,,,,,,,
13,[windows.storage.dll],69,0,0.35,0,windows.storage.dll,,,,,,,,
26,[wow64win.dll],69,24,0.35,0.12,wow64win.dll,,,,,,,,
47,[dui70.dll],68,0,0.35,0,dui70.dll,,,,,,,,
48,[dui70.dll],68,0,0.35,0,dui70.dll,,,,,,,,
49,[dui70.dll],68,1,0.35,0.01,dui70.dll,,,,,,,,
55,[oleacc.dll],68,0,0.35,0,oleacc.dll,,,,,,,,
56,[oleacc.dll],68,0,0.35,0,oleacc.dll,,,,,,,,
13,[user32.dll],68,0,0.35,0,user32.dll,,,,,,,,
16,[nvd3dum.dll],68,0,0.35,0,nvd3dum.dll,,,,,,,,
9,[combase.dll],68,0,0.35,0,combase.dll,,,,,,,,
10,[combase.dll],68,0,0.35,0,combase.dll,,,,,,,,
50,[ExplorerFrame.dll],67,0,0.34,0,ExplorerFrame.dll,,,,,,,,
51,[dui70.dll],67,0,0.34,0,dui70.dll,,,,,,,,
57,[oleacc.dll],67,0,0.34,0,oleacc.dll,,,,,,,,
58,[oleacc.dll],67,0,0.34,0,oleacc.dll,,,,,,,,
59,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
60,[ntdll.dll],67,0,0.34,0,ntdll.dll,,,,,,,,
61,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
62,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
63,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
64,[user32.dll],67,0,0.34,0,user32.dll,,,,,,,,
